"","ID","Arena","Day","StartDate","EndDate","StartTime","EndTime","SessionType","Comments"
"32",3,"Ray Friel Recreation Complex","Wednesday","Monday, November 16","2016-03-31","6:00 am "," 8:00 am","Lane Swim","                      "
"411",4,"Richcraft Recreation Center - Kanata","Wednesday","Monday, November 16","2016-03-31","6:00 am "," 4:00 pm","Lane Swim","                      "
"510",5,"Splash Wave Pool","Wednesday","Monday, November 16","2016-03-31","6:00 am "," 8:00 am","Lane Swim","                      "
"612",6,"Champagne Pool & Fitness Centre","Wednesday","Monday, November 16","2016-03-31","6:30 am "," 9:00 am","Lane Swim","                      "
"83",8,"Nepean Sportsplex","Wednesday","Monday, November 16","2016-03-31","6:30 am "," 8:00 am","Lane Swim","                      "
"94",9,"Kanata Wave Pool","Wednesday","Monday, November 16","2016-03-31","7:00 am "," 8:30 am","Lane Swim","                      "
"115",11,"Plant Recreation Centre","Wednesday","Monday, November 16","2016-03-31","7:00 am "," 9:00 am","Lane Swim","             Last session: Friday, November 27, 2015          "
"15",15,"Brewer Pool","Wednesday","Wednesday, November 18","2016-03-31","7:30 am "," 9:00 am","Lane Swim","                      "
"175",17,"Goulbourn Recreation Complex","Wednesday","Monday, November 16","2016-03-31","7:30 am "," 9:00 am","Lane Swim","                  Hot tub closed until further notice.            "
"181",18,"Minto Recreation Complex - Barrhaven","Wednesday","Monday, November 16","2016-03-31","7:30 am "," 3:00 pm","Lane Swim","                      "
"252",25,"François Dupuis Recreation Centre","Wednesday","Monday, November 16","2016-03-31","8:30 am "," 9:00 pm","Lane Swim","                      "
"272",27,"Nepean Sportsplex","Wednesday","Monday, November 16","2016-03-31","8:30 am "," 1:00 pm","Lane Swim","                      "
"291",29,"Richcraft Recreation Center - Kanata","Wednesday","Monday, November 16","2016-03-31","8:30 am "," 10:00 am","Preschool Swim","                      "
"311",31,"Walter Baker Sports Centre","Wednesday","Monday, November 16","2016-03-31","8:30 am "," 10:00 am","Lane Swim","                      "
"352",35,"Plant Recreation Centre","Wednesday","Monday, November 16","2016-03-31","9:00 am "," 11:30 am","Lane Swim","             Last session: Friday, November 27, 2015          "
"371",37,"Kanata Wave Pool","Wednesday","Monday, November 16","2016-03-31","9:30 am "," 11:00 am","Preschool Swim","                      "
"381",38,"Minto Recreation Complex - Barrhaven","Wednesday","Monday, November 16","2016-03-31","9:30 am "," 11:30 am","Preschool Swim","                      "
"421",42,"Canterbury Recreation Complex","Wednesday","Monday, November 16","2016-03-31","10:00 am "," 11:00 am","Public Swim","                      "
"433",43,"Champagne Pool & Fitness Centre","Wednesday","Saturday, November 14","2016-03-31","10:00 am "," 2:00 pm","Lane Swim","                      "
"471",47,"Jack Purcell Community Centre","Wednesday","Monday, November 16","2016-03-31","10:30 am "," 12:00 pm","Swim for Persons with a Disability","                  Swims for Persons with a Disability: Participants in this swimming program must be 16 years of age and older. You must also complete the Swims for Persons with a Disability Application Form which needs approval from a Full Time Staff at Jack Purcell and updated on an annual basis.            "
"481",48,"Plant Recreation Centre","Wednesday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","             Last session: Friday, November 27, 2015          "
"492",49,"Ray Friel Recreation Complex","Wednesday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","                      "
"502",50,"Splash Wave Pool","Wednesday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Lane Swim","                      "
"512",51,"Splash Wave Pool","Wednesday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","                      "
"532",53,"Bob MacQuarrie Recreation Complex - Orléans","Wednesday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"542",54,"Brewer Pool","Wednesday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"553",55,"Canterbury Recreation Complex","Wednesday","Sunday, November 15","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"562",56,"Kanata Wave Pool","Wednesday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Public Swim","                      "
"572",57,"Lowertown Pool","Wednesday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"582",58,"Minto Recreation Complex - Barrhaven","Wednesday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Public Swim","                      "
"613",61,"François Dupuis Recreation Centre","Wednesday","Monday, November 16","2016-03-31","11:30 am "," 1:30 pm","Public Swim","                      "
"622",62,"Goulbourn Recreation Complex","Wednesday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","                  Hot tub closed until further notice.            "
"652",65,"Nepean Sportsplex","Wednesday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"662",66,"Plant Recreation Centre","Wednesday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"682",68,"Richcraft Recreation Center - Kanata","Wednesday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"692",69,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Wednesday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","                      "
"712",71,"Walter Baker Sports Centre","Wednesday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"752",75,"Jack Purcell Community Centre","Wednesday","Monday, November 16","2016-03-31","12:00 pm "," 1:00 pm","Lane Swim","                      "
"822",82,"Splash Wave Pool","Wednesday","Monday, November 16","2016-03-31","12:00 pm "," 12:30 pm","50+ Vitality","             Exceptions: Friday, November 20          "
"982",98,"Plant Recreation Centre","Wednesday","Monday, November 16","2016-03-31","1:00 pm "," 4:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"1041",104,"Walter Baker Sports Centre","Wednesday","Monday, November 16","2016-03-31","1:00 pm "," 2:00 pm","Lane Swim","                      "
"1141",114,"Brewer Pool","Wednesday","Tuesday, November 17","2016-03-31","2:00 pm "," 3:00 pm","Lane Swim","                      "
"1161",116,"Goulbourn Recreation Complex","Wednesday","Monday, November 16","2016-03-31","2:00 pm "," 3:00 pm","Family Swim","                  Hot tub closed until further notice.            "
"1201",120,"Walter Baker Sports Centre","Wednesday","Monday, November 16","2016-03-31","2:00 pm "," 3:00 pm","Public Swim","                      "
"1311",131,"Lowertown Pool","Wednesday","Monday, November 16","2016-03-31","3:00 pm "," 4:00 pm","Lane Swim","                      "
"1351",135,"Deborah Anne Kirwan Pool","Wednesday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","50+ Swim","                      "
"1361",136,"Jack Purcell Community Centre","Wednesday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Lane Swim","                      "
"1382",138,"Plant Recreation Centre","Wednesday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"1402",140,"Plant Recreation Centre","Wednesday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Public Swim","             Last session: Thursday, November 26, 2015          "
"1461",146,"Champagne Pool & Fitness Centre","Wednesday","Monday, November 16","2016-03-31","5:00 pm "," 7:30 pm","Lane Swim","                      "
"1571",157,"Jack Purcell Community Centre","Wednesday","Monday, November 16","2016-03-31","6:00 pm "," 7:00 pm","Public Swim","                      "
"1581",158,"Minto Recreation Complex - Barrhaven","Wednesday","Monday, November 16","2016-03-31","6:00 pm "," 10:30 pm","Lane Swim","                      "
"162",162,"Walter Baker Sports Centre","Wednesday","Wednesday, November 18","2016-03-31","6:00 pm "," 7:30 pm","Public Swim","                      "
"168",168,"Kanata Wave Pool","Wednesday","Saturday, November 14","2016-03-31","6:30 pm "," 8:30 pm","Wave Swim","                      "
"174",174,"Deborah Anne Kirwan Pool","Wednesday","Wednesday, November 18","2016-03-31","7:00 pm "," 8:30 pm","Public Swim","                      "
"1761",176,"Jack Purcell Community Centre","Wednesday","Monday, November 16","2016-03-31","7:00 pm "," 8:00 pm","Lane Swim","                      "
"1822",182,"Richcraft Recreation Center - Kanata","Wednesday","Monday, November 16","2016-03-31","7:00 pm "," 9:00 pm","Lane Swim","                      "
"1882",188,"Nepean Sportsplex","Wednesday","Monday, November 16","2016-03-31","7:30 pm "," 9:00 pm","Lane Swim","                      "
"189",189,"Plant Recreation Centre","Wednesday","Wednesday, November 18","2016-03-31","7:30 pm "," 8:30 pm","Lane Swim","             Last session: Wednesday, November 25, 2015          "
"192",192,"Bob MacQuarrie Recreation Complex - Orléans","Wednesday","Wednesday, November 18","2016-03-31","7:45 pm "," 8:30 pm","Lane Swim","                      "
"193",193,"Bob MacQuarrie Recreation Complex - Orléans","Wednesday","Wednesday, November 18","2016-03-31","7:45 pm "," 8:30 pm","Public Swim","                      "
"200",200,"Jack Purcell Community Centre","Wednesday","Wednesday, November 18","2016-03-31","8:00 pm "," 9:00 pm","Women Only","                      "
"202",202,"Lowertown Pool","Wednesday","Wednesday, November 18","2016-03-31","8:00 pm "," 9:00 pm","Lane Swim","                      "
"2051",205,"Richcraft Recreation Center - Kanata","Wednesday","Tuesday, November 17","2016-03-31","8:00 pm "," 9:00 pm","Family Swim","                      "
"2071",207,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool  
 

  
    Shared Pool","Wednesday","Monday, November 16","2016-03-31","8:00 pm "," 9:00 pm","Lane Swim","                      "
"2081",208,"Splash Wave Pool","Wednesday","Monday, November 16","2016-03-31","8:00 pm "," 9:00 pm","Lane Swim","                      "
"2102",210,"Canterbury Recreation Complex","Wednesday","Monday, November 16","2016-03-31","8:15 pm "," 9:15 pm","Lane Swim","                      "
"2122",212,"Ray Friel Recreation Complex","Wednesday","Monday, November 16","2016-03-31","8:15 pm "," 9:30 pm","Lane Swim","                      "
"2131",213,"Brewer Pool","Wednesday","Tuesday, November 17","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","                      "
"2141",214,"Champagne Pool & Fitness Centre","Wednesday","Monday, November 16","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","                      "
"2151",215,"Goulbourn Recreation Complex","Wednesday","Monday, November 16","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","                  Hot tub closed until further notice.            "
"2162",216,"Kanata Wave Pool","Wednesday","Monday, November 16","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","                      "
"2172",217,"Plant Recreation Centre","Wednesday","Monday, November 16","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","             Last session: Thursday, November 26, 2015          "
"26",2,"Minto Recreation Complex - Barrhaven","Thursday","Tuesday, November 17","2016-03-31","6:00 am "," 3:00 pm","Lane Swim","                      "
"412",4,"Richcraft Recreation Center - Kanata","Thursday","Monday, November 16","2016-03-31","6:00 am "," 4:00 pm","Lane Swim","                      "
"7",7,"Lowertown Pool","Thursday","Thursday, November 19","2016-03-31","6:30 am "," 9:00 am","Lane Swim","                      "
"128",12,"Ray Friel Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","7:00 am "," 9:00 am","Lane Swim","                      "
"137",13,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Thursday","Tuesday, November 17","2016-03-31","7:00 am "," 8:30 am","Lane Swim","                      "
"141",14,"Bob MacQuarrie Recreation Complex - Orléans","Thursday","Tuesday, November 17","2016-03-31","7:30 am "," 9:00 am","Lane Swim","                      "
"204",20,"Walter Baker Sports Centre","Thursday","Tuesday, November 17","2016-03-31","7:30 am "," 8:30 am","Lane Swim","                      "
"2110",21,"Brewer Pool","Thursday","Tuesday, November 17","2016-03-31","8:00 am "," 9:00 am","Lane Swim","                      "
"221",22,"Kanata Wave Pool","Thursday","Tuesday, November 17","2016-03-31","8:00 am "," 9:00 am","Lane Swim","                      "
"253",25,"François Dupuis Recreation Centre","Thursday","Monday, November 16","2016-03-31","8:30 am "," 9:00 pm","Lane Swim","                      "
"273",27,"Nepean Sportsplex","Thursday","Monday, November 16","2016-03-31","8:30 am "," 1:00 pm","Lane Swim","                      "
"301",30,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Thursday","Tuesday, November 17","2016-03-31","8:30 am "," 10:00 am","Public Swim","                      "
"331",33,"Goulbourn Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","9:00 am "," 10:00 am","50+ Swim","                  Hot tub closed until further notice.            "
"341",34,"Nepean Sportsplex","Thursday","Tuesday, November 17","2016-03-31","9:00 am "," 10:00 am","Preschool Swim","                      "
"353",35,"Plant Recreation Centre","Thursday","Monday, November 16","2016-03-31","9:00 am "," 11:30 am","Lane Swim","             Last session: Friday, November 27, 2015          "
"361",36,"François Dupuis Recreation Centre","Thursday","Tuesday, November 17","2016-03-31","9:30 am "," 10:30 am","Preschool Swim","                      "
"372",37,"Kanata Wave Pool","Thursday","Monday, November 16","2016-03-31","9:30 am "," 11:00 am","Preschool Swim","                      "
"391",39,"Walter Baker Sports Centre","Thursday","Tuesday, November 17","2016-03-31","9:30 am "," 10:30 am","Public Swim","                      "
"413",41,"Ray Friel Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","9:45 am "," 10:30 am","Preschool Swim","                      "
"434",43,"Champagne Pool & Fitness Centre","Thursday","Saturday, November 14","2016-03-31","10:00 am "," 2:00 pm","Lane Swim","                      "
"441",44,"Lowertown Pool","Thursday","Tuesday, November 17","2016-03-31","10:00 am "," 11:00 am","50+ Vitality","                      "
"493",49,"Ray Friel Recreation Complex","Thursday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","                      "
"503",50,"Splash Wave Pool","Thursday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Lane Swim","                      "
"513",51,"Splash Wave Pool","Thursday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","                      "
"521",52,"Walter Baker Sports Centre","Thursday","Tuesday, November 17","2016-03-31","10:30 am "," 11:30 am","Lane Swim","                      "
"533",53,"Bob MacQuarrie Recreation Complex - Orléans","Thursday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"543",54,"Brewer Pool","Thursday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"554",55,"Canterbury Recreation Complex","Thursday","Sunday, November 15","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"563",56,"Kanata Wave Pool","Thursday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Public Swim","                      "
"573",57,"Lowertown Pool","Thursday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"583",58,"Minto Recreation Complex - Barrhaven","Thursday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Public Swim","                      "
"614",61,"François Dupuis Recreation Centre","Thursday","Monday, November 16","2016-03-31","11:30 am "," 1:30 pm","Public Swim","                      "
"623",62,"Goulbourn Recreation Complex","Thursday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","                  Hot tub closed until further notice.            "
"653",65,"Nepean Sportsplex","Thursday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"663",66,"Plant Recreation Centre","Thursday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"671",67,"Plant Recreation Centre","Thursday","Tuesday, November 17","2016-03-31","11:30 am "," 1:00 pm","Public Swim","             Last session: Thursday, November 26, 2015          "
"683",68,"Richcraft Recreation Center - Kanata","Thursday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"693",69,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Thursday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","                      "
"713",71,"Walter Baker Sports Centre","Thursday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"753",75,"Jack Purcell Community Centre","Thursday","Monday, November 16","2016-03-31","12:00 pm "," 1:00 pm","Lane Swim","                      "
"823",82,"Splash Wave Pool","Thursday","Monday, November 16","2016-03-31","12:00 pm "," 12:30 pm","50+ Vitality","             Exceptions: Friday, November 20          "
"951",95,"Kanata Wave Pool","Thursday","Tuesday, November 17","2016-03-31","1:00 pm "," 2:30 pm","Preschool Swim","                      "
"983",98,"Plant Recreation Centre","Thursday","Monday, November 16","2016-03-31","1:00 pm "," 4:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"1081",108,"Minto Recreation Complex - Barrhaven","Thursday","Tuesday, November 17","2016-03-31","1:30 pm "," 3:00 pm","Preschool Swim","                      "
"1111",111,"Bob MacQuarrie Recreation Complex - Orléans","Thursday","Tuesday, November 17","2016-03-31","2:00 pm "," 4:00 pm","Public Swim","                      "
"1142",114,"Brewer Pool","Thursday","Tuesday, November 17","2016-03-31","2:00 pm "," 3:00 pm","Lane Swim","                      "
"1191",119,"Richcraft Recreation Center - Kanata","Thursday","Tuesday, November 17","2016-03-31","2:00 pm "," 4:00 pm","Preschool Swim","                      "
"1261",126,"Canterbury Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","3:00 pm "," 4:00 pm","Lane Swim","                      "
"1271",127,"Canterbury Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","3:00 pm "," 4:00 pm","Public Swim","                      "
"129",129,"Jack Purcell Community Centre","Thursday","Thursday, November 19","2016-03-31","3:00 pm "," 6:00 pm","Public Swim","                      "
"133",133,"Kanata Wave Pool","Thursday","Thursday, November 19","2016-03-31","3:30 pm "," 5:30 pm","Public Swim","                      "
"1341",134,"Champagne Pool & Fitness Centre","Thursday","Tuesday, November 17","2016-03-31","4:00 pm "," 9:30 pm","Lane Swim","                      "
"1383",138,"Plant Recreation Centre","Thursday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"1403",140,"Plant Recreation Centre","Thursday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Public Swim","             Last session: Thursday, November 26, 2015          "
"1511",151,"Splash Wave Pool","Thursday","Tuesday, November 17","2016-03-31","5:00 pm "," 7:00 pm","Public Swim","                      "
"1641",164,"Canterbury Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","6:30 pm "," 7:30 pm","Public Swim","                      "
"1661",166,"Deborah Anne Kirwan Pool","Thursday","Tuesday, November 17","2016-03-31","6:30 pm "," 8:00 pm","Public Swim","                      "
"1721",172,"Splash Wave Pool","Thursday","Tuesday, November 17","2016-03-31","6:30 pm "," 8:00 pm","Lane Swim","                      "
"177",177,"Jack Purcell Community Centre","Thursday","Thursday, November 19","2016-03-31","7:00 pm "," 8:00 pm","Swim for Persons with a Disability","                      "
"1781",178,"Lowertown Pool","Thursday","Tuesday, November 17","2016-03-31","7:00 pm "," 8:00 pm","Lane Swim","                      "
"1823",182,"Richcraft Recreation Center - Kanata","Thursday","Monday, November 16","2016-03-31","7:00 pm "," 9:00 pm","Lane Swim","                      "
"1883",188,"Nepean Sportsplex","Thursday","Monday, November 16","2016-03-31","7:30 pm "," 9:00 pm","Lane Swim","                      "
"2031",203,"Minto Recreation Complex - Barrhaven","Thursday","Tuesday, November 17","2016-03-31","8:00 pm "," 10:30 pm","Lane Swim","                      "
"2052",205,"Richcraft Recreation Center - Kanata","Thursday","Tuesday, November 17","2016-03-31","8:00 pm "," 9:00 pm","Family Swim","                      "
"2091",209,"Walter Baker Sports Centre","Thursday","Tuesday, November 17","2016-03-31","8:00 pm "," 9:00 pm","Lane Swim","                      "
"2103",210,"Canterbury Recreation Complex","Thursday","Monday, November 16","2016-03-31","8:15 pm "," 9:15 pm","Lane Swim","                      "
"2111",211,"Canterbury Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","8:15 pm "," 9:15 pm","Lane Swim","                      "
"2123",212,"Ray Friel Recreation Complex","Thursday","Monday, November 16","2016-03-31","8:15 pm "," 9:30 pm","Lane Swim","                      "
"2163",216,"Kanata Wave Pool","Thursday","Monday, November 16","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","                      "
"2173",217,"Plant Recreation Centre","Thursday","Monday, November 16","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","             Last session: Thursday, November 26, 2015          "
"2181",218,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Thursday","Tuesday, November 17","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","                      "
"2191",219,"Deborah Anne Kirwan Pool","Thursday","Tuesday, November 17","2016-03-31","8:45 pm "," 9:45 pm","Lane Swim","                      "
"2201",220,"Bob MacQuarrie Recreation Complex - Orléans","Thursday","Tuesday, November 17","2016-03-31","9:00 pm "," 10:00 pm","Lane Swim","                      "
"118",1,"Bob MacQuarrie Recreation Complex - Orléans","Friday","Monday, November 16","2016-03-31","6:00 am "," 9:00 am","Lane Swim","                      "
"310",3,"Ray Friel Recreation Complex","Friday","Monday, November 16","2016-03-31","6:00 am "," 8:00 am","Lane Swim","                      "
"414",4,"Richcraft Recreation Center - Kanata","Friday","Monday, November 16","2016-03-31","6:00 am "," 4:00 pm","Lane Swim","                      "
"514",5,"Splash Wave Pool","Friday","Monday, November 16","2016-03-31","6:00 am "," 8:00 am","Lane Swim","                      "
"615",6,"Champagne Pool & Fitness Centre","Friday","Monday, November 16","2016-03-31","6:30 am "," 9:00 am","Lane Swim","                      "
"85",8,"Nepean Sportsplex","Friday","Monday, November 16","2016-03-31","6:30 am "," 8:00 am","Lane Swim","                      "
"910",9,"Kanata Wave Pool","Friday","Monday, November 16","2016-03-31","7:00 am "," 8:30 am","Lane Swim","                      "
"1110",11,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","7:00 am "," 9:00 am","Lane Swim","             Last session: Friday, November 27, 2015          "
"1710",17,"Goulbourn Recreation Complex","Friday","Monday, November 16","2016-03-31","7:30 am "," 9:00 am","Lane Swim","                  Hot tub closed until further notice.            "
"1810",18,"Minto Recreation Complex - Barrhaven","Friday","Monday, November 16","2016-03-31","7:30 am "," 3:00 pm","Lane Swim","                      "
"261",26,"François Dupuis Recreation Centre","Friday","Friday, November 20","2016-03-31","8:30 am "," 6:30 pm","Lane Swim","                      "
"274",27,"Nepean Sportsplex","Friday","Monday, November 16","2016-03-31","8:30 am "," 1:00 pm","Lane Swim","                      "
"292",29,"Richcraft Recreation Center - Kanata","Friday","Monday, November 16","2016-03-31","8:30 am "," 10:00 am","Preschool Swim","                      "
"354",35,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","9:00 am "," 11:30 am","Lane Swim","             Last session: Friday, November 27, 2015          "
"40",40,"Walter Baker Sports Centre","Friday","Friday, November 20","2016-03-31","9:30 am "," 10:30 am","Public Swim","                      "
"435",43,"Champagne Pool & Fitness Centre","Friday","Saturday, November 14","2016-03-31","10:00 am "," 2:00 pm","Lane Swim","                      "
"472",47,"Jack Purcell Community Centre","Friday","Monday, November 16","2016-03-31","10:30 am "," 12:00 pm","Swim for Persons with a Disability","                  Swims for Persons with a Disability: Participants in this swimming program must be 16 years of age and older. You must also complete the Swims for Persons with a Disability Application Form which needs approval from a Full Time Staff at Jack Purcell and updated on an annual basis.            "
"482",48,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","             Last session: Friday, November 27, 2015          "
"494",49,"Ray Friel Recreation Complex","Friday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","                      "
"504",50,"Splash Wave Pool","Friday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Lane Swim","                      "
"515",51,"Splash Wave Pool","Friday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","                      "
"534",53,"Bob MacQuarrie Recreation Complex - Orléans","Friday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"544",54,"Brewer Pool","Friday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"555",55,"Canterbury Recreation Complex","Friday","Sunday, November 15","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"564",56,"Kanata Wave Pool","Friday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Public Swim","                      "
"574",57,"Lowertown Pool","Friday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"584",58,"Minto Recreation Complex - Barrhaven","Friday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Public Swim","                      "
"616",61,"François Dupuis Recreation Centre","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:30 pm","Public Swim","                      "
"654",65,"Nepean Sportsplex","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"664",66,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"684",68,"Richcraft Recreation Center - Kanata","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"694",69,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","                      "
"714",71,"Walter Baker Sports Centre","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"754",75,"Jack Purcell Community Centre","Friday","Monday, November 16","2016-03-31","12:00 pm "," 1:00 pm","Lane Swim","                      "
"824",82,"Splash Wave Pool","Friday","Monday, November 16","2016-03-31","12:00 pm "," 12:30 pm","50+ Vitality","             Exceptions: Friday, November 20          "
"891",89,"Brewer Pool","Friday","Monday, November 16","2016-03-31","1:00 pm "," 2:00 pm","Family Swim","                      "
"984",98,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","1:00 pm "," 4:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"103",103,"Splash Wave Pool","Friday","Friday, November 20","2016-03-31","1:00 pm "," 4:00 pm","Wave Swim","                      "
"1131",113,"Brewer Pool","Friday","Monday, November 16","2016-03-31","2:00 pm "," 3:30 pm","Lane Swim","                      "
"1312",131,"Lowertown Pool","Friday","Monday, November 16","2016-03-31","3:00 pm "," 4:00 pm","Lane Swim","                      "
"1342",134,"Champagne Pool & Fitness Centre","Friday","Tuesday, November 17","2016-03-31","4:00 pm "," 9:30 pm","Lane Swim","                      "
"1352",135,"Deborah Anne Kirwan Pool","Friday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","50+ Swim","                      "
"1362",136,"Jack Purcell Community Centre","Friday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Lane Swim","                      "
"1371",137,"Lowertown Pool","Friday","Friday, November 20","2016-03-31","4:00 pm "," 5:00 pm","Family Swim","                      "
"1384",138,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"1411",141,"Plant Recreation Centre","Friday","Friday, November 20","2016-03-31","4:00 pm "," 6:00 pm","Public Swim","             Last session: Friday, November 27, 2015          "
"147",147,"Deborah Anne Kirwan Pool","Friday","Friday, November 20","2016-03-31","5:00 pm "," 6:30 pm","Family Swim","                      "
"148",148,"Kanata Wave Pool","Friday","Friday, November 27","2016-03-31","5:00 pm "," 6:30 pm","Public Swim","             Exceptions: Friday, November 20          "
"149",149,"Lowertown Pool","Friday","Friday, November 20","2016-03-31","5:00 pm "," 6:00 pm","Public Swim","                      "
"150",150,"Plant Recreation Centre","Friday","Friday, November 20","2016-03-31","5:00 pm "," 6:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"1572",157,"Jack Purcell Community Centre","Friday","Monday, November 16","2016-03-31","6:00 pm "," 7:00 pm","Public Swim","                      "
"160",160,"Plant Recreation Centre","Friday","Friday, November 20","2016-03-31","6:00 pm "," 8:00 pm","Public Swim","             Last session: Friday, November 27, 2015          "
